Texto,Fecha,Concepto,Género,Grupo Etáreo,Nombre Usuario,Escolaridad,Fuente
Ami tampoco me gustaba y soy del sur jaja hasta que lo empece a probar y si bien no es mi comida favorita ahora si lo cómo xD,2023-07-10 00:36:12,False,N/A,N/A,kikecrayon,N/A,https://www.threads.net/@kikecrayon/post/Cufzg8UOWWj
"hay harta gente asi en el manicomio, demas q te topas otros locos ahi ✌🏻✌🏻✌🏻 jajaja",2023-07-10 01:31:05,False,N/A,N/A,a3therial_,N/A,https://www.threads.net/@a3therial_/post/Cuf5y5GrNfx
Si no gusta entonces no sabes comer.. eso si  no todos lo hacen bien. .tu cómo que eres del team completo 😂😂,2023-07-10 02:42:06,False,N/A,N/A,tcmj25,N/A,https://www.threads.net/@tcmj25/post/CugB7GXNzgu
Lo he intentado pero nahhh muy malo el ceviche 😣,2023-07-10 00:36:11,False,N/A,N/A,maickel_sandoval,N/A,https://www.threads.net/@maickel_sandoval/post/CufzgyVubei
Sisomos 🤝🏻,2023-07-10 00:34:32,False,N/A,N/A,mila_awa,N/A,https://www.threads.net/@mila_awa/post/CufzUxeNRIm
Ay señor,2023-07-10 00:43:56,False,N/A,N/A,luxnosupp,N/A,https://www.threads.net/@luxnosupp/post/Cuf0ZjcuKbG
Existe gente que tú no le gustas imagínate la tontera 🙄,2023-07-10 01:21:39,False,N/A,N/A,_iluchonista_,N/A,https://www.threads.net/@_iluchonista_/post/Cuf4tyWsmM4
"Ceviche paso gracias,  no me gusta ....Y no puedo comer mariscos!!!!",2023-07-10 00:40:02,False,N/A,N/A,fharex,N/A,https://www.threads.net/@fharex/post/Cufz8_yreH-
"Sobre gustos no hay nada escrito, dicen. 🌻",2023-07-10 01:15:02,False,N/A,N/A,tatanmushpersonal,N/A,https://www.threads.net/@tatanmushpersonal/post/Cuf39Yxu04h
Como que no te gusta?? Jajaja,2023-07-10 01:07:06,False,N/A,N/A,danielsm1920,N/A,https://www.threads.net/@danielsm1920/post/Cuf3DR_tRLI
Tampoco me gusta,2023-07-10 00:36:18,False,N/A,N/A,jraulmonterob,N/A,https://www.threads.net/@jraulmonterob/post/CufzhqgNWSR
Para gustos los colores jaja.  Ew el ceviche 🤢,2023-07-10 14:04:45,False,N/A,N/A,sawturn_1999,N/A,https://www.threads.net/@sawturn_1999/post/CuhQC-DLH1m
Depende de la preparación,2023-07-10 00:36:31,False,N/A,N/A,marxelo.26,N/A,https://www.threads.net/@marxelo.26/post/CufzjTnNXlj
Pizza con piña,2023-07-10 00:51:17,False,N/A,N/A,antonior_b19,N/A,https://www.threads.net/@antonior_b19/post/Cuf1PYVtqsp
Somos 7 mil millones de weones cómo vas a ser la única ahhhhhhhhhh,2023-07-10 23:59:01,False,N/A,N/A,bastiwhis,N/A,https://www.threads.net/@bastiwhis/post/CuiUDi3NCvg
Quizás te falta encontrar el ceviche indicado,2023-07-10 01:47:12,False,N/A,N/A,abdielvillagran,N/A,https://www.threads.net/@abdielvillagran/post/Cuf7pB4OvX-
Por aquí uno mas 🙋🏻‍♂️,2023-07-10 04:15:20,False,N/A,N/A,la_rocola.humana,N/A,https://www.threads.net/@la_rocola.humana/post/CugMl7wsTpg
Empezó UFC 290 en STAR+ paso el dato 🥊,2023-07-08 22:21:55,False,N/A,N/A,icata,N/A,https://www.threads.net/@icata/post/Cuc_Wi4u653
Ahí las peleas de hoy,2023-07-08 23:28:41,False,N/A,N/A,alexis.sp,N/A,https://www.threads.net/@alexis.sp/post/CudG_oTO36-
Gran evento 🙌🏾🙌🏾🙌🏾🙌🏾,2023-07-09 15:09:56,False,N/A,N/A,chcclaudio,N/A,https://www.threads.net/@chcclaudio/post/Cueytd4LG5U
Gracias cata tkm,2023-07-08 22:26:03,False,N/A,N/A,black.sun.exe,N/A,https://www.threads.net/@black.sun.exe/post/Cuc_0z4AC3M
Ojoooooo! Gracias por el dato mi pana 🤝🏻,2023-07-09 14:49:06,False,N/A,N/A,kurt_alruna,N/A,https://www.threads.net/@kurt_alruna/post/CuewU9Iuq_I
🥊🖤,2023-07-09 03:22:15,False,N/A,N/A,no_regrt,N/A,https://www.threads.net/@no_regrt/post/CudhuUAs1Dz
Cuándo nos agarramos a combo en el hocico?,2023-07-08 23:04:06,False,N/A,N/A,alvaro_jaramllo,N/A,https://www.threads.net/@alvaro_jaramllo/post/CudELg4ge-s
no podré verlo😓,2023-07-08 22:44:53,False,N/A,N/A,xiko.sin.imaginaci0n,N/A,https://www.threads.net/@xiko.sin.imaginaci0n/post/CudB-0tv7-S
Cosas q si importan 🥰🥰,2023-07-08 22:23:43,False,N/A,N/A,fabrizio._.off,N/A,https://www.threads.net/@fabrizio._.off/post/Cuc_jwlrjmR
Cuando pelea Topuria?,2023-07-08 22:24:49,False,N/A,N/A,pipe.actual,N/A,https://www.threads.net/@pipe.actual/post/Cuc_rxRP0Nn
"Hoy no pelea, solo va de espectador esperando el resultado de volkanovski vs yair, creo q aun no tiene fecha programada",2023-07-08 22:28:17,False,N/A,N/A,mark_durden_,N/A,https://www.threads.net/@mark_durden_/post/CudAFPmOaYO
El mejor nockout se lo llevó lawler,2023-07-09 05:22:03,False,N/A,N/A,gordorm,N/A,https://www.threads.net/@gordorm/post/CudvbuBu1p0
vi esto 9 horas tarde lpm,2023-07-09 07:08:13,False,N/A,N/A,moarennn,N/A,https://www.threads.net/@moarennn/post/Cud7lVqgDng
Vale hno,2023-07-08 22:48:00,False,N/A,N/A,jaivdka,N/A,https://www.threads.net/@jaivdka/post/CudCVnBr6AE
"Gracias x el aviso, lo veré",2023-07-08 23:06:08,False,N/A,N/A,paperluis192000,N/A,https://www.threads.net/@paperluis192000/post/CudEadxJu6K
Aquí somos equipo UFC Fight Pass,2023-07-08 23:06:45,False,N/A,N/A,ernestommxx,N/A,https://www.threads.net/@ernestommxx/post/CudEe30vEcj
🤝,2023-07-08 23:36:08,False,N/A,N/A,pnzatore,N/A,https://www.threads.net/@pnzatore/post/CudH2KtLN8C
que le comentai a jilas,2023-07-08 23:49:49,False,N/A,N/A,fer.vifc,N/A,https://www.threads.net/@fer.vifc/post/CudJaTIrQ1c
Toing,2023-07-09 00:47:51,False,N/A,N/A,pnzatore,N/A,https://www.threads.net/@pnzatore/post/CudQDbRrGw3
Graciasssssss ❤️,2023-07-08 22:42:50,False,N/A,N/A,victorariiel,N/A,https://www.threads.net/@victorariiel/post/CudBvu4Jjrf
voy de una a ver 🏃🏻‍♀️🤍,2023-07-09 14:30:57,False,N/A,N/A,_aracelypaolini,N/A,https://www.threads.net/@_aracelypaolini/post/CueuP59uMIr
Volka o Pantera???,2023-07-09 00:16:43,False,N/A,N/A,renzo_d,N/A,https://www.threads.net/@renzo_d/post/CudMfafJROJ
Mira bien y aprende más para que des cara en la velada,2023-07-08 22:28:05,False,N/A,N/A,joseath,N/A,https://www.threads.net/@joseath/post/CudADr3un5l
quien para papas fritas y al tiro un heladito perfect combo 😳,2023-07-08 18:04:38,False,N/A,N/A,icata,N/A,https://www.threads.net/@icata/post/Cuch6JcOvdB
"tengo luca, se logra?",2023-07-08 18:25:45,False,N/A,N/A,crazy4life_klk,N/A,https://www.threads.net/@crazy4life_klk/post/CuckU0kxZB2
Sólo te faltó un mínimo detalle,2023-07-08 20:29:22,False,N/A,N/A,francisco_ricaldi,N/A,https://www.threads.net/@francisco_ricaldi/post/CucyeQpOj9c
🙋🏻‍♂️ pero el helado de cocholate con frutos rojos sino nada jajajaajja,2023-07-08 18:09:40,False,N/A,N/A,xmcflay,N/A,https://www.threads.net/@xmcflay/post/Cucie-ggNEv
Pucha. Estoy comprando la pizza y palitos de ajo ahora 🤦🏻‍♂️. Llegué tarde jajaja,2023-07-08 18:05:30,False,N/A,N/A,taller.ki618,N/A,https://www.threads.net/@taller.ki618/post/CuciAdeOSU4
Te espero en temuco con unas papitas 🦦,2023-07-08 18:07:27,False,N/A,N/A,fofox.ro,N/A,https://www.threads.net/@fofox.ro/post/CuciOvZLmig
Pensé que era la única jajshshshs amoo,2023-07-08 19:11:11,False,N/A,N/A,kyntrah,N/A,https://www.threads.net/@kyntrah/post/CucphoaOECT
Menta chips??,2023-07-08 18:50:09,False,N/A,N/A,moikles,N/A,https://www.threads.net/@moikles/post/CucnHksOBAh
Helado frito o no @victoriaarcmz_,2023-07-08 18:27:56,False,N/A,N/A,fernoli.cl,N/A,https://www.threads.net/@fernoli.cl/post/Cuckk3Iukve
Pepsi con helado.,2023-07-08 22:56:23,False,N/A,N/A,alexanderbrownfoto,N/A,https://www.threads.net/@alexanderbrownfoto/post/CudDTAtOxIy
Me parece una falta de respeto que la promoción sea solo para Santiago 😠,2023-07-08 19:06:06,False,N/A,N/A,re.bvnshee,N/A,https://www.threads.net/@re.bvnshee/post/Cuco8ZaOWyl
Me like: Como cagarme la guata en 2min de bajón compulsivos.,2023-07-08 20:21:31,False,N/A,N/A,koke.journey,N/A,https://www.threads.net/@koke.journey/post/CucxkwPOMwe
Hay alguna wea más rica que las papas fritas?,2023-07-08 18:48:10,False,N/A,N/A,initium._,N/A,https://www.threads.net/@initium._/post/Cucm5AGJsRJ
El pastel de choclo,2023-07-08 22:44:18,False,N/A,N/A,jotapecastillo,N/A,https://www.threads.net/@jotapecastillo/post/CudB6d5LYYP
"El Taringa está con 50% con la RappiCard ojo jaja, acabo de ir con mi señora y Hermano, botella vino, aperol, 3 copas de espumante, un shop, 1 pizza, tartar de 🐙, ceviche, machas y postre... Todo eso por 48 lucrecias 😱",2023-07-08 21:37:30,False,N/A,N/A,francisco.ackermann,N/A,https://www.threads.net/@francisco.ackermann/post/Cuc6RNAOvgY
@icata Lo he hecho… valio cada mg de viadil,2023-07-09 16:06:13,False,N/A,N/A,joebeatman,N/A,https://www.threads.net/@joebeatman/post/Cue5JxvOOGR
deja revisar mi agenda 🧐,2023-07-08 19:11:42,False,N/A,N/A,miguelzolk,N/A,https://www.threads.net/@miguelzolk/post/CucplUfuwjG
Papitas fritas untadas en el heladito 😜,2023-07-08 18:18:29,False,N/A,N/A,arturpunto,N/A,https://www.threads.net/@arturpunto/post/CucjfnwpI1J
Dígame donde,2023-07-08 18:34:33,False,N/A,N/A,tatanmushpersonal,N/A,https://www.threads.net/@tatanmushpersonal/post/CuclVSsOI_A
Confirmó asistencia!,2023-07-08 18:24:13,False,N/A,N/A,acevedolas,N/A,https://www.threads.net/@acevedolas/post/CuckJk6J5v4
dormir con ruido de lluvia de fondo >>>,2023-07-08 04:45:16,False,N/A,N/A,icata,N/A,https://www.threads.net/@icata/post/CubGbXiMSHW
"Temuco, la
Magia del
Sur",2023-07-08 05:47:20,False,N/A,N/A,fcofaher,N/A,https://www.threads.net/@fcofaher/post/CubNh9zMXlB
"justo esta lloviendo afuera, será una señal para que me vaya a dormir com el ruido de la lluvia?",2023-07-08 05:44:35,False,N/A,N/A,mooontiss,N/A,https://www.threads.net/@mooontiss/post/CubNN2EMFWS
Es la raja hasta que se caen los puentes (durante un tiempo estuvimos atrapados en Talca),2023-07-08 05:03:36,False,N/A,N/A,fenix7448,N/A,https://www.threads.net/@fenix7448/post/CubIhp5OulC
Dormir con el ruido del sonidero de la fiesta del vecino <<<<<,2023-07-08 07:39:37,False,N/A,N/A,feer_m.r_,N/A,https://www.threads.net/@feer_m.r_/post/CubaYZ4uSqE
Jajajsjsjsjs mi ma me dijo q tenía un problema pa ponerme videos de lluvia pa dormir jsjsjs,2023-07-08 07:12:19,False,N/A,N/A,0sklrs,N/A,https://www.threads.net/@0sklrs/post/CubXQauOaQt
Dormir con ruido de lluvia de fondo cucharita con la persona que amas >>>>>>>>>>,2023-07-08 05:10:22,False,N/A,N/A,alvaro_jaramllo,N/A,https://www.threads.net/@alvaro_jaramllo/post/CubJTQiMiih
Ay no que envidia! Y uno aquí escuchando el podcast de sonido de lluvia con aves del bosque y piano.,2023-07-08 13:43:08,False,N/A,N/A,_kockes,N/A,https://www.threads.net/@_kockes/post/CucD-2QO0Ua
Noche  Riiica ❤️‍🩹,2023-07-08 05:08:13,False,N/A,N/A,3._oscar,N/A,https://www.threads.net/@3._oscar/post/CubJDiwM7H4
"https://youtu.be/WoSX9_Ce3D4
Vayan a ver mi video, cumpliendo mi sueño de hacer contenido de fútbol, suscribanse y den like 🙏🏻",2023-07-08 06:22:20,False,N/A,N/A,r10_ivan,N/A,https://www.threads.net/@r10_ivan/post/CubRiVIuZMg
"La lluvia:

Llover con gente durmiendo de fondo >>>",2023-07-08 10:16:34,False,N/A,N/A,uliseslomeliu,N/A,https://www.threads.net/@uliseslomeliu/post/CubsV4qOEhV
Imaginate una lluvia que de la nada fuera como si estuvieran tirando valdes con agua en el techo y que despues se calme 😦,2023-07-08 06:40:54,False,N/A,N/A,si_jojojojo14,N/A,https://www.threads.net/@si_jojojojo14/post/CubTqVaOl8f
Despertar a las 3am con el Jordan,2023-07-08 14:09:24,False,N/A,N/A,mottita.fernanda,N/A,https://www.threads.net/@mottita.fernanda/post/CucG_T9uaw3
"Lo mejor, muy relajante. Saludos Cata ✌🏻",2023-07-08 16:32:30,False,N/A,N/A,liilkaaren,N/A,https://www.threads.net/@liilkaaren/post/CucXXV8g8gq
Amo! Tuto altiro con ese sonido! Jaja,2023-07-08 04:49:10,False,N/A,N/A,rconchab,N/A,https://www.threads.net/@rconchab/post/CubG4CpN6G-
Yo tengo estar atento por si sale gotera :c,2023-07-08 05:46:10,False,N/A,N/A,exxcit_,N/A,https://www.threads.net/@exxcit_/post/CubNZfsgM_8
"Desconozco eso, soy de arica 😴😴😴",2023-07-08 15:14:42,False,N/A,N/A,madeinnato,N/A,https://www.threads.net/@madeinnato/post/CucOdi5O7GN
en mi techo de lata no suena bonito,2023-07-08 05:42:10,False,N/A,N/A,forsakennsoul,N/A,https://www.threads.net/@forsakennsoul/post/CubM8OOuTve
"Como alguien que sufre de insomnio, les deseo buenas noches 😖❤️",2023-07-07 04:28:49,False,N/A,N/A,icata,N/A,https://www.threads.net/@icata/post/CuYfwFzsv3R
Cata te puedo ayudar con eso ! ♥️,2023-07-07 09:46:06,False,N/A,N/A,resolida,N/A,https://www.threads.net/@resolida/post/CuZED7YORyb
Me toooo 🥹,2023-07-07 05:43:00,False,N/A,N/A,lamacacomunica,N/A,https://www.threads.net/@lamacacomunica/post/CuYoPa1sbUs
Buenas tardes bebe 💕,2023-07-07 16:06:24,False,N/A,N/A,akitadesuu,N/A,https://www.threads.net/@akitadesuu/post/CuZvlXHrR3j
Also monito Vidal,2023-07-07 04:37:28,False,N/A,N/A,gersondezu,N/A,https://www.threads.net/@gersondezu/post/CuYgvXdsCmL
Aiuda,2023-07-07 08:33:24,False,N/A,N/A,robinson.lafuente,N/A,https://www.threads.net/@robinson.lafuente/post/CuY7vccOMEy
"Infusión de hojitas de lechuga, ya que tiene propiedades de sedante. He comprobado su efectividad en algunas oportunidades.",2023-07-07 04:39:11,False,N/A,N/A,uraken_,N/A,https://www.threads.net/@uraken_/post/CuYg8BHsDej
Cuando te vamos a tener en Cripto y NFT icata? Si no sabes te ayudo. Síguenos en archivonft 🫶🏻,2023-07-07 04:58:50,False,N/A,N/A,alfred78bs,N/A,https://www.threads.net/@alfred78bs/post/CuYjL5Lsr4X
,2023-07-07 04:31:28,False,N/A,N/A,diego.maureira.c,N/A,https://www.threads.net/@diego.maureira.c/post/CuYgDapOmZj
Cata compra en la farmacia melatonina en cápsulas son naturales y te ayudan a regular tu ciclo de sueño :) te aseguro su efectividad !,2023-07-07 14:55:29,False,N/A,N/A,niicoru__,N/A,https://www.threads.net/@niicoru__/post/CuZnd5lrdue
"Tome como por 6 meses! En gomitas, en cápsulas, en té XD en todo lo que existía:,) gracias de todas formas ❤️❤️❤️",2023-07-07 16:41:56,False,N/A,N/A,icata,N/A,https://www.threads.net/@icata/post/CuZzpj-uf1Z
Weon a mi me tiraban a la cama al toque jajajajajaa cata durísima 😂😂😂😂😂😂😂😂😂,2023-07-07 17:55:16,False,N/A,N/A,niicoru__,N/A,https://www.threads.net/@niicoru__/post/CuZ8CqzOPO1
Has probado con Valeriana?,2023-07-08 03:03:56,False,N/A,N/A,ivangtr,N/A,https://www.threads.net/@ivangtr/post/Cua61OnORj2
Acá en el hospital con mi vieja internada... también sin poder dormir... saludos grande desde argentina!,2023-07-07 06:50:34,False,N/A,N/A,luis.dev6,N/A,https://www.threads.net/@luis.dev6/post/CuYv-Reujgm
Me pasa mucho tener insomnio,2023-07-07 04:35:50,False,N/A,N/A,_chicodemente_,N/A,https://www.threads.net/@_chicodemente_/post/CuYgjcpswyY
Wenaass,2023-07-07 04:43:25,False,N/A,N/A,sashuu_u,N/A,https://www.threads.net/@sashuu_u/post/CuYha9uM_Vi
Ahora son buenas 😋,2023-07-07 05:51:08,False,N/A,N/A,charllytwin,N/A,https://www.threads.net/@charllytwin/post/CuYpK6msSY7
Un orgasmo lo puede solucionar... Y es lo más natural 😴,2023-07-08 03:27:15,False,N/A,N/A,tienda.secretos,N/A,https://www.threads.net/@tienda.secretos/post/Cua9gCdtd0o
Saludame por favor :(,2023-07-07 04:29:40,False,N/A,N/A,parenlavida,N/A,https://www.threads.net/@parenlavida/post/CuYf2PktRdq
Mis primeros guantes de sparring de MMA 🥹❤️,2023-07-06 21:10:37,False,N/A,N/A,icata,N/A,https://www.threads.net/@icata/post/CuXtml_Oh1d
Cata si me ves por la calle no me pegues por favor tkm,2023-07-06 21:11:49,False,N/A,N/A,cesar_aranguizf,N/A,https://www.threads.net/@cesar_aranguizf/post/CuXtvYxPWIp
Se vienen cositas 😎,2023-07-06 21:12:19,False,N/A,N/A,el.lvtin,N/A,https://www.threads.net/@el.lvtin/post/CuXtzFTusnf
"@icata , con todo esto del nuevo ""Tuiter"", no olvides seguirme (yo no te olvidé)...no perdamos la amistad virtual de la plataforma azul 🥺.",2023-07-07 09:59:06,False,N/A,N/A,j0rgepinto,N/A,https://www.threads.net/@j0rgepinto/post/CuZFjJwOvUW
"Yo tengo los mismos, son pulentos",2023-07-06 21:17:31,False,N/A,N/A,hamster_clay_factory,N/A,https://www.threads.net/@hamster_clay_factory/post/CuXuZKoLw_3
Cuando vuelves a las pistas del mma?,2023-07-06 21:11:40,False,N/A,N/A,alexis.sp,N/A,https://www.threads.net/@alexis.sp/post/CuXtuQku4fW
"Me gustaria verte en la velada del año 4, repartiendo ostias",2023-07-06 21:43:56,False,N/A,N/A,t3rr7,N/A,https://www.threads.net/@t3rr7/post/CuXxaktpqrX
Kien fuera guante 😳😳,2023-07-06 21:52:50,False,N/A,N/A,roer_bmiauu_,N/A,https://www.threads.net/@roer_bmiauu_/post/CuXyb0outX7
Icata Peliaras en la noche de combos de el Dylan?,2023-07-07 18:54:22,False,N/A,N/A,mateo_de_lourdes,N/A,https://www.threads.net/@mateo_de_lourdes/post/CuaCzjPJ-6_
Tu pelearias en la noche de combo? 👀,2023-07-08 04:53:01,False,N/A,N/A,ign.canio,N/A,https://www.threads.net/@ign.canio/post/CubHUIvM_Xj
Si,2023-07-08 15:42:40,False,N/A,N/A,mateo_de_lourdes,N/A,https://www.threads.net/@mateo_de_lourdes/post/CucRqZpri0l
Those are dope! You got your headgear as well?,2023-07-06 22:53:11,False,N/A,N/A,hippierey,N/A,https://www.threads.net/@hippierey/post/CuX5VzhP9hG
Entrenando para la noche de combos ? 👀😂,2023-07-07 01:06:15,False,N/A,N/A,moise.cbm,N/A,https://www.threads.net/@moise.cbm/post/CuYIkXLt89g
Vas a ir a mma igual? Buena,2023-07-06 21:19:19,False,N/A,N/A,napolilabranza,N/A,https://www.threads.net/@napolilabranza/post/CuXumVAub_c
Nuevo hobbie o evento? :o,2023-07-06 21:44:56,False,N/A,N/A,cunnker,N/A,https://www.threads.net/@cunnker/post/CuXxh37LXoU
Que seca 💪🏻💪🏻💪🏻,2023-07-07 18:31:32,False,N/A,N/A,holamoyra,N/A,https://www.threads.net/@holamoyra/post/CuaAMUBpCYC
"Que hermosos :( me seguirías icata al menos por aquí, me haría ilusión",2023-07-06 21:15:34,False,N/A,N/A,emmanuel.keimoon95,N/A,https://www.threads.net/@emmanuel.keimoon95/post/CuXuK21v6q0
Noche de combos?👀,2023-07-06 21:16:00,False,N/A,N/A,phisciano,N/A,https://www.threads.net/@phisciano/post/CuXuOErvQVg
Icata en la velada del año 4 ????,2023-07-06 21:56:11,False,N/A,N/A,matecoco__,N/A,https://www.threads.net/@matecoco__/post/CuXy0R5ulkg
En la velada del año 2024,2023-07-06 23:51:05,False,N/A,N/A,gonzalosalcas,N/A,https://www.threads.net/@gonzalosalcas/post/CuX_97mpn9N
@icata pa la velada del año 4??,2023-07-06 22:29:53,False,N/A,N/A,tapia_nicor,N/A,https://www.threads.net/@tapia_nicor/post/CuX2rLFu2dy
A la velada IV 😏😏,2023-07-06 21:12:45,False,N/A,N/A,maurii._.sb,N/A,https://www.threads.net/@maurii._.sb/post/CuXt2POORv3
Se vienen cositas ?,2023-07-07 01:38:01,False,N/A,N/A,wiilo.pcs,N/A,https://www.threads.net/@wiilo.pcs/post/CuYMNBuLd66
Velada del año 4?,2023-07-07 09:37:18,False,N/A,N/A,____.mativ.s.____,N/A,https://www.threads.net/@____.mativ.s.____/post/CuZDDerOwl-
adivinen cuantas veces me han preguntado si peleo en “noche de combos” 😅😅😅,2023-07-06 14:25:04,False,N/A,N/A,icata,N/A,https://www.threads.net/@icata/post/CuW_MQNu2sl
"no c, 2?",2023-07-06 14:25:43,False,N/A,N/A,pippe.gg,N/A,https://www.threads.net/@pippe.gg/post/CuW_Q9cLy5A
Komo lo zupo,2023-07-06 14:26:37,False,N/A,N/A,icata,N/A,https://www.threads.net/@icata/post/CuW_XmyOlUl
,2023-07-06 14:53:34,False,N/A,N/A,basteik_,N/A,https://www.threads.net/@basteik_/post/CuXCbftuewv
,2023-07-06 14:30:02,False,N/A,N/A,srsociedad_,N/A,https://www.threads.net/@srsociedad_/post/CuW_wq-rLZm
"A recuperarse Cata, eres seca y bkn, te enviamos todo este fua para tí ❤️",2023-07-07 05:17:41,False,N/A,N/A,kombi_eventos,N/A,https://www.threads.net/@kombi_eventos/post/CuYlV67McfL
Mientras no se te ocurra hacer lo de la amourath todo bien ... vo dale representando aca al sure en noche de combos,2023-07-06 15:43:15,False,N/A,N/A,fernandogaeterivas,N/A,https://www.threads.net/@fernandogaeterivas/post/CuXII6Wgi70
"Estoy segura que participarás, no necesito preguntártelo, porque estás pintada para eso",2023-07-06 15:19:56,False,N/A,N/A,nicole.airesuave,N/A,https://www.threads.net/@nicole.airesuave/post/CuXFeIBuhCz
Deberías entrenarte para la velada 4! Y hacemos campaña para que vayas 🥹,2023-07-06 14:44:50,False,N/A,N/A,piavalenz,N/A,https://www.threads.net/@piavalenz/post/CuXBdC9rU9Z
La primera funa que leí por esta nueva red social😫fue la funa al OF de la icata,2023-07-06 20:22:03,False,N/A,N/A,felipehenriquez.g,N/A,https://www.threads.net/@felipehenriquez.g/post/CuXoC0gv4UP
Jajakajajsjaj q fome esta mina,2023-07-07 08:29:27,False,N/A,N/A,bdjbit,N/A,https://www.threads.net/@bdjbit/post/CuY7Se7ukpm
Y no es normal preguntar si todos esperamos eso? 💥🙏🏼👏🏼✨,2023-07-06 14:40:50,False,N/A,N/A,domel999,N/A,https://www.threads.net/@domel999/post/CuXA_u5L4tT
11,2023-07-06 14:35:15,False,N/A,N/A,_quezooo_,N/A,https://www.threads.net/@_quezooo_/post/CuXAW3NAjfa
Pero la peleai o no ? XD,2023-07-06 14:49:40,False,N/A,N/A,nifrancavila,N/A,https://www.threads.net/@nifrancavila/post/CuXCAXeO49f
Vs panchasky 🤑 en vola me gano Ban,2023-07-06 14:42:43,False,N/A,N/A,cesar.j.o.l,N/A,https://www.threads.net/@cesar.j.o.l/post/CuXBNeeLBVE
Cuántas??,2023-07-06 14:54:13,False,N/A,N/A,lhar231,N/A,https://www.threads.net/@lhar231/post/CuXChuhLotJ
Peleas en la noche de combos?,2023-07-06 14:53:01,False,N/A,N/A,camilab.gv,N/A,https://www.threads.net/@camilab.gv/post/CuXCY7PueT2
"Dale Cata, anda a repartir sacas de chucha jajajajjaja",2023-07-06 14:31:52,False,N/A,N/A,zithonx,N/A,https://www.threads.net/@zithonx/post/CuW_-DJu-NN
Pero si vas a pelear? 😅,2023-07-06 14:26:28,False,N/A,N/A,luigig8,N/A,https://www.threads.net/@luigig8/post/CuW_WhAOYT2
voy a usar esto pa dejar fotos que nunca subí 🤓,2023-07-06 03:27:03,False,N/A,N/A,icata,N/A,https://www.threads.net/@icata/post/CuVz42MsBFm
"mil tiempo sin interactuar contigo, ojalá veas mi comentario jejeje un abrazo Catita, mejórate de tu lesión 🫡❤️",2023-07-06 03:44:07,False,N/A,N/A,ricso.cl,N/A,https://www.threads.net/@ricso.cl/post/CuV110AupnR
Wena hermano como te baila!! Yo coja pero todo biemmm,2023-07-06 03:47:19,False,N/A,N/A,icata,N/A,https://www.threads.net/@icata/post/CuV2NOAMygm
Jajaja así vi 🤣 a recuperarse para volver a las pistas ! 🥊 🏋️,2023-07-06 03:48:41,False,N/A,N/A,ricso.cl,N/A,https://www.threads.net/@ricso.cl/post/CuV2XNQOZLN
Solo para esto me cree una cuenta la verdad,2023-07-06 03:44:40,False,N/A,N/A,carloscruzcoquis,N/A,https://www.threads.net/@carloscruzcoquis/post/CuV154PNYt4
Que nadie te diga que puedes o no puedes hacer 😎😎😎😎,2023-07-06 03:47:35,False,N/A,N/A,icata,N/A,https://www.threads.net/@icata/post/CuV2PKjsCyL
Agradecido 😌,2023-07-06 03:27:59,False,N/A,N/A,__fepe,N/A,https://www.threads.net/@__fepe/post/CuVz_pyO4Os
X2,2023-07-06 03:27:21,False,N/A,N/A,cris_bstmnt,N/A,https://www.threads.net/@cris_bstmnt/post/CuVz6_utKTq
me tay copiando ndea,2023-07-06 03:28:19,False,N/A,N/A,icata,N/A,https://www.threads.net/@icata/post/CuV0CCqMDlm
Yo llegue antes,2023-07-06 03:30:37,False,N/A,N/A,cris_bstmnt,N/A,https://www.threads.net/@cris_bstmnt/post/CuV0S24NNw1
,2023-07-06 03:55:36,False,N/A,N/A,fulipop_ai,N/A,https://www.threads.net/@fulipop_ai/post/CuV3J4jsjMj
buena estrategia 📸 te la copio!,2023-07-06 03:56:29,False,N/A,N/A,sebaasaguayo,N/A,https://www.threads.net/@sebaasaguayo/post/CuV3QYoM0jk
Dejaste turnio al tribilin,2023-07-06 04:08:10,False,N/A,N/A,kevito_exe,N/A,https://www.threads.net/@kevito_exe/post/CuV4l-AuVCz
Que bacan! La primera en seguir!!! 💥😍,2023-07-06 03:36:57,False,N/A,N/A,domel999,N/A,https://www.threads.net/@domel999/post/CuV1BTrrFNV
Basta que preciosaaa 🥹🩷,2023-07-06 06:22:10,False,N/A,N/A,fuza.vi,N/A,https://www.threads.net/@fuza.vi/post/CuWH7b1ga-r
... hay versión XXX de la foto?,2023-07-06 12:43:59,False,N/A,N/A,martindenisconcordia,N/A,https://www.threads.net/@martindenisconcordia/post/CuWzn4lOBMI
Ese gofy que esta viendo jajaj,2023-07-06 03:29:35,False,N/A,N/A,rorord92,N/A,https://www.threads.net/@rorord92/post/CuV0LT-NpaR
El mejor día de goofy 😂,2023-07-06 14:18:47,False,N/A,N/A,cunnker,N/A,https://www.threads.net/@cunnker/post/CuW-eMKL8a4
Catita te amo mucho🧡,2023-07-06 12:36:55,False,N/A,N/A,pablito.gabanna,N/A,https://www.threads.net/@pablito.gabanna/post/CuWy0IxAPeX
Que tierna,2023-07-06 03:48:08,False,N/A,N/A,elseura,N/A,https://www.threads.net/@elseura/post/CuV2TLtOAa8
Mea foto jefaa 🫡❤️,2023-07-06 03:35:23,False,N/A,N/A,benjaa.chp,N/A,https://www.threads.net/@benjaa.chp/post/CuV012hN7yT
