Texto,Fecha,Concepto,Género,Grupo Etáreo,Nombre Usuario,Escolaridad,Fuente
Si 😎🤑🤑,2023-07-06 04:02:11,False,N/A,N/A,dhelex_makkonen_xo,N/A,https://www.threads.net/@dhelex_makkonen_xo/post/CuV36LNsPLZ
"#Acapulco En un manifiesto, empresarios y profesionales dicen que la ayuda oficial por #Otis es ""insuficiente y casi nula"" y que se ha ""minimizado"" el golpe del huracán. Señalan que aún hay restos mortales dispersos, exigen plan maestro de reconstrucción, retirar basura, declarar emergencia sanitaria y que todos los trabajos estén coordinados @lopezobrador @sectur_mx #ElSurdeGuerrero 
 https://tinyurl.com/yw5ktrjj",2023-11-21 16:45:56,False,N/A,N/A,garreola89,N/A,https://www.threads.net/@garreola89/post/Cz6lAs9rF78
"#China recuerda que es el segundo socio comercial de #Argentina y el primer destino de exportación de  productos agrícolas del país sudamericano. Que sería ""un gran error"" una ruptura #Milei
https://tinyurl.com/2p9w24x7",2023-11-21 15:59:56,False,N/A,N/A,garreola89,N/A,https://www.threads.net/@garreola89/post/Cz6fv1WLXDO
"#Acapulco No ha terminado la emergencia, dice la Iglesia Católica. Mantendrá ayuda. Falta comida y agua. Ni la luz ni el internet se han restablecido por completo, reporta Cáritas México @aciprensa
 https://tinyurl.com/27macbdz",2023-11-15 19:57:30,False,N/A,N/A,garreola89,N/A,https://www.threads.net/@garreola89/post/CzreKjpv3Gf
"Se acerca #TelevisaUnivision a #Trump y levanta las alarmas entre demócratas, dice @washingtonpost. Ejecutivos mexicanos visitan Mar-a-Lago 
https://tinyurl.com/3a25yv5n",2023-11-14 17:06:47,False,N/A,N/A,garreola89,N/A,https://www.threads.net/@garreola89/post/Czol1W2rE68
"#Acapulco Decenas de buzos buscan a marineros desaparecidos. Hubo alerta oportuna por #Otis, pero los dueños dejaron a los empleados en las naves, dice Capitanía de Puerto. Cementerio de embarcaciones; dañadas más de 600, 90% semar_mx #ElSurdeGuerrero
 https://tinyurl.com/yek7wp4z",2023-11-13 16:48:16,False,N/A,N/A,garreola89,N/A,https://www.threads.net/@garreola89/post/Czl-62WLn4_
"#Acapulco Panorama según el Centro de Derechos Humanos Tlachinollan: No hay autoridad que responda de nada. Colonias sin luz ni agua. Incertidumbre sobre desaparecidos. Pérdida de cosechas anuncia más hambre para época de secas. La población lucha por la sobrevivencia. En #ElSurdeGuerrero
 https://tinyurl.com/mrxtjr6a",2023-11-06 17:06:02,False,N/A,N/A,garreola89,N/A,https://www.threads.net/@garreola89/post/CzT_Yxor3jw
Encuesta de @nytimes y Siena College: #Trump aventaja a #Biden en cinco de seis estados clave https://www.nytimes.com/2023/11/05/us/politics/biden-trump-2024-poll.html?unlocked_article_code=1.8Ew.Nyqt.sQaGcSu5L5bs&smid=url-share,2023-11-05 16:40:26,False,N/A,N/A,garreola89,N/A,https://www.threads.net/@garreola89/post/CzRXqdSLJ27
"#Cuba #TVUNAM transmitirá 'El Caso Padilla', de Pavel Giroud, un extraordinario testimonio reconstruido a partir del registro fílmico original de la sesión de 1971, en la que el poeta Heberto Padilla se autoinculpa de ""contrarrevolucionario"", ante sus colegas escritores y artistas",2023-11-03 17:02:49,False,N/A,N/A,garreola89,N/A,https://www.threads.net/@garreola89/post/CzMQorArGQY
"#Acapulco Editorial del periódico #ElSurdeGuerrero: Urge una acción  sanitaria antes de que broten enfermedades. La reconstrucción debe ser a fondo, con una idea clara de desarrollo sustentable, shock de capital para encender el motor económico y enfrentamiento integral a la inseguridad https://tinyurl.com/4a4w4rwh",2023-11-03 17:01:39,False,N/A,N/A,garreola89,N/A,https://www.threads.net/@garreola89/post/CzMQgJcrZ3f
"#Acapulco Un muro de lodo, basura, vehículos y cadáveres de animales separa a las colonias #Renacimiento y #Frontera. Piden agua potable, comida y ayuda para remover escombros. Crónica de Gustavo Castillo, fotos de Alfredo Domínguez/  LaJornada
 https://tinyurl.com/4t39aru9",2023-10-30 16:50:11,False,N/A,N/A,garreola89,N/A,https://www.threads.net/@garreola89/post/CzB8ArWrDm4
"#Acapulco Desde las entrañas del huracán, Abel Barrera de Tlachinollan relata la desesperación de las familias pobres por el desabasto. La falta de agua se volvió irresoluble a corto plazo .y es parte del ambiente de ingobernabilidad en el puerto. ""Las autoridades están rebasadas y la población muy enojada. Personas mayores, pero sobre todo jóvenes, están decididos a pelear por una porción de comida y unos litros de agua. Los palos y machetes empiezan a relucir"" https://tinyurl.com/btu3p457",2023-10-29 16:28:12,False,N/A,N/A,garreola89,N/A,https://www.threads.net/@garreola89/post/Cy_UsuFryNt
"#Acapulco, ""irreconocible"", tras el paso del huracán #Otis, dice el reporte de #ElSur. ""La ciudad es un caos""
https://www.youtube.com/watch?v=pR6aJmukEDk&t=3s",2023-10-26 15:06:33,False,N/A,N/A,garreola89,N/A,https://www.threads.net/@garreola89/post/Cy3c-E3rK6K
"#Guerrero Ejecutan a 13 policías en Coyuca de Benitez, incluso dos mandos y sus escoltas  https://tinyurl.com/mvft7ryn",2023-10-24 00:28:30,False,N/A,N/A,garreola89,N/A,https://www.threads.net/@garreola89/post/Cywu5XItBlv
"En el 27 Batallón de Infantería @SEDENAmx, en Atoyac de Álvarez, #Guerrero, descubren ropa enterrada: calcetines, pedazos de tela, zapatos, suelas, cajas de fósforos, medicinas, botellas. Posibles indicios de víctimas de la #GuerraSucia @LaJornada https://tinyurl.com/5t4fcpvm",2023-10-23 15:41:55,False,N/A,N/A,garreola89,N/A,https://www.threads.net/@garreola89/post/CyvyodQrAmp
"#LaMañanera Se dispara la trata de personas en #QRoo, según informe de #SEDENA. La entidad del país con mayor incidencia de este delito, posible efecto, entre otros, de la #migración",2023-10-06 17:57:31,False,N/A,N/A,garreola89,N/A,https://www.threads.net/@garreola89/post/CyEQow5Af1R
Otra tragedia #migrante. Esta vez #venezolanos en #Oaxaca,2023-10-06 17:52:58,False,N/A,N/A,garreola89,N/A,https://www.threads.net/@garreola89/post/CyEQHg5gitN
"#5Informe Al centro del escenario y en primera fila, adelante del gabinete, el general secretario Luis Cresencio Sandoval @sedenamx y el embajador de #EU, #KenSalazar @lopezobrador #Campeche",2023-09-01 17:14:21,False,N/A,N/A,garreola89,N/A,https://www.threads.net/@garreola89/post/CwqD37_gojr
Abre @lopezobrador la polémica aquí,2023-07-06 18:32:57,False,N/A,N/A,garreola89,N/A,https://www.threads.net/@garreola89/post/CuXbj0TPIj4
se acabó el finde lpm :ccc,2023-07-17 02:22:40,False,N/A,N/A,icata,N/A,https://www.threads.net/@icata/post/CuyBQ6DMqlY
"Hola, paso por acá a saludar y desearte una linda semana.",2023-07-18 11:36:04,False,N/A,N/A,lucia_juana,N/A,https://www.threads.net/@lucia_juana/post/Cu1lXfcrB7U
Pero empiezan mis vacaciones de la universidad ❣️❣️,2023-07-17 02:39:25,False,N/A,N/A,killer_ghost27,N/A,https://www.threads.net/@killer_ghost27/post/CuyDLi_uUHQ
lamentablemente aquí ya son 5.53 y estoy por entrar a trabajar,2023-07-17 08:53:18,False,N/A,N/A,vildozamatias,N/A,https://www.threads.net/@vildozamatias/post/Cuyt9_7OWUj
#lacago de vuelta al segundo semestre,2023-07-17 03:32:12,False,N/A,N/A,francisco_rastaraska,N/A,https://www.threads.net/@francisco_rastaraska/post/CuyJOH9uRRO
Seguro trabajas xd,2023-07-17 15:47:08,False,N/A,N/A,coloso9000,N/A,https://www.threads.net/@coloso9000/post/CuzdU8kLhIY
Efe,2023-07-17 02:52:04,False,N/A,N/A,nachogutierrezr23,N/A,https://www.threads.net/@nachogutierrezr23/post/CuyEoJWt2K-
;(,2023-07-17 13:21:11,False,N/A,N/A,panchogeneral,N/A,https://www.threads.net/@panchogeneral/post/CuzMoAzu-Qi
Inicia la chinga 😮‍💨😎,2023-07-17 14:04:12,False,N/A,N/A,theteban,N/A,https://www.threads.net/@theteban/post/CuzRjFSrTY4
❤️❤️❤️❤️❤️❤️❤️,2023-07-17 03:40:35,False,N/A,N/A,carvafranciscojavier,N/A,https://www.threads.net/@carvafranciscojavier/post/CuyKLklOfrl
😭😭😭😭,2023-10-26 22:50:27,False,N/A,N/A,mundo.amarillo,N/A,https://www.threads.net/@mundo.amarillo/post/Cy4SD1NrI9v
Comienza UFC Vegas 77 🤛 por Star+ si son de Chile!,2023-07-15 23:04:15,False,N/A,N/A,icata,N/A,https://www.threads.net/@icata/post/CuvFwtOuNIc
Prepárate para la futura velada,2023-07-15 23:05:39,False,N/A,N/A,joseath,N/A,https://www.threads.net/@joseath/post/CuvF7CNOzhL
Y si no soy de Chile?,2023-07-15 23:28:55,False,N/A,N/A,alvaro_jaramllo,N/A,https://www.threads.net/@alvaro_jaramllo/post/CuvIlchg-ux
"saludos desde concepción, Noruega",2023-07-15 23:39:46,False,N/A,N/A,naxo.snox.rs,N/A,https://www.threads.net/@naxo.snox.rs/post/CuvJ04aL_h7
Jajajaja,2023-07-16 20:57:37,False,N/A,N/A,streak.w1n_ddj,N/A,https://www.threads.net/@streak.w1n_ddj/post/CuxcEHxJcln
taMo instalados ya pariente,2023-07-16 00:40:07,False,N/A,N/A,cris_suarezl,N/A,https://www.threads.net/@cris_suarezl/post/CuvQu3HLhme
"Después de 14 días exactos de reposo absoluto, hoy puedo volver a elongar (MUY DE A POCO) las piernas 🤩 VAMOOO Q C LOGRA",2023-07-14 21:13:21,False,N/A,N/A,icata,N/A,https://www.threads.net/@icata/post/CusURmHusoR
"No se quien eres, ni que ha ocurrido, pero las buenas noticias hay que celebrarlas, enhorabuena!!, poco a poco todo va a mejor",2023-07-15 00:22:10,False,N/A,N/A,alejandro_jcv,N/A,https://www.threads.net/@alejandro_jcv/post/Cusp4iGuxvx
Toda la buena energía para ti😊😊😊😊,2023-07-14 23:11:32,False,N/A,N/A,rgcr99,N/A,https://www.threads.net/@rgcr99/post/CushzLkLo0T
Que te pasó mija?,2023-07-15 15:06:46,False,N/A,N/A,monosakarido,N/A,https://www.threads.net/@monosakarido/post/CuuPHfagF4A
Dije 2 semanas minimo le achunte....q me gane,2023-07-17 01:47:36,False,N/A,N/A,reinaldojarpa76,N/A,https://www.threads.net/@reinaldojarpa76/post/Cux9P_oNHV1
Un abrazo virtual ❤️,2023-07-17 02:22:53,False,N/A,N/A,icata,N/A,https://www.threads.net/@icata/post/CuyBSafsdXB
Ánimo bb tu puedes ❤️,2023-07-14 21:16:44,False,N/A,N/A,bastgram,N/A,https://www.threads.net/@bastgram/post/CusUqWRgT15
Ayyyeeee let’s go!!!,2023-07-14 21:21:04,False,N/A,N/A,hippierey,N/A,https://www.threads.net/@hippierey/post/CusVKFVyU0n
Que pasó?,2023-07-14 21:20:18,False,N/A,N/A,crissconcha,N/A,https://www.threads.net/@crissconcha/post/CusVEi6PgeA
X2,2023-07-14 22:15:14,False,N/A,N/A,juanpablosubiabre,N/A,https://www.threads.net/@juanpablosubiabre/post/CusbW2ULykL
Oe Temuco,2023-07-15 15:36:07,False,N/A,N/A,vf.acunha,N/A,https://www.threads.net/@vf.acunha/post/CuuSehRuDrj
Animo mi baby te adoro 🥰,2023-07-14 21:48:23,False,N/A,N/A,andr4s_,N/A,https://www.threads.net/@andr4s_/post/CusYSL7vCQx
Ánimo bb 😘😘😘😘😘😘😘😘😘,2023-07-14 23:19:53,False,N/A,N/A,carvafranciscojavier,N/A,https://www.threads.net/@carvafranciscojavier/post/CusiwVcuEFu
🙌,2023-10-27 01:33:09,False,N/A,N/A,mundo.amarillo,N/A,https://www.threads.net/@mundo.amarillo/post/Cy4krYULo0u
🙌,2023-10-26 22:50:34,False,N/A,N/A,mundo.amarillo,N/A,https://www.threads.net/@mundo.amarillo/post/Cy4SEquLJcr
VAMOOO K ES VIERNESSS,2023-07-14 14:07:01,False,N/A,N/A,icata,N/A,https://www.threads.net/@icata/post/CurjfE5uenf
Y el cuerpo lo sabe :D,2023-07-14 14:34:41,False,N/A,N/A,_nismargarita,N/A,https://www.threads.net/@_nismargarita/post/CurmppDuLuk
Vamos chavales,2023-07-14 14:21:12,False,N/A,N/A,rcastillosss,N/A,https://www.threads.net/@rcastillosss/post/CurlG4YgWon
Alfinnnnnn🩷,2023-07-14 16:14:00,False,N/A,N/A,pisospinturasremodelaciones,N/A,https://www.threads.net/@pisospinturasremodelaciones/post/CuryBIXLZ0A
Y mi cuerpo lo sabe,2023-07-14 14:55:44,False,N/A,N/A,daniel.aleja_,N/A,https://www.threads.net/@daniel.aleja_/post/CurpD1Ou9LP
Bom dia guapetona,2023-07-14 14:07:45,False,N/A,N/A,claudionavarro_,N/A,https://www.threads.net/@claudionavarro_/post/CurjkaXgJpa
Por fin,2023-07-14 15:19:59,False,N/A,N/A,edezcrom,N/A,https://www.threads.net/@edezcrom/post/Curr1e4LFbP
De siluetas,2023-07-14 16:21:03,False,N/A,N/A,pipetiao,N/A,https://www.threads.net/@pipetiao/post/Cury0sAuT8f
ICatita te amo 🫶,2023-09-25 21:34:42,False,N/A,N/A,rodrigotaakynandreserazopena,N/A,https://www.threads.net/@rodrigotaakynandreserazopena/post/CxoUv05PKwT
"que buena película “qué pasó ayer” locoooo
déjenme acá otras comedias wenas",2023-07-14 02:22:40,False,N/A,N/A,icata,N/A,https://www.threads.net/@icata/post/CuqS4QauXER
"La otra Missy, muy buena ajjaja",2023-07-14 02:32:44,False,N/A,N/A,dayferpar,N/A,https://www.threads.net/@dayferpar/post/CuqUB90sNDD
La mejor película de la historia de la humanidad: Eurotrip. Hay que verla como si aún fuese principio de los 2000 si jaja.,2023-07-14 02:35:48,False,N/A,N/A,uraken_,N/A,https://www.threads.net/@uraken_/post/CuqUYdusV4m
"Hay una del mismo director de que paso ayer, se llama Due date o Todo un parto con Robert Downey Jr",2023-07-14 03:40:41,False,N/A,N/A,eduardovmonz,N/A,https://www.threads.net/@eduardovmonz/post/Cuqbzo5L8BQ
"Budapest, es una peli francesa de comedia, la he visto un millón de veces y ahora la estoy viendo🤭😂
...
Está en Netflix",2023-07-14 02:36:01,False,N/A,N/A,rhl_daog,N/A,https://www.threads.net/@rhl_daog/post/CuqUZ-_NNtR
Euroviaje censurado  una de mis favoritas misscussi 😂😂,2023-07-14 02:28:31,False,N/A,N/A,jrynor1990,N/A,https://www.threads.net/@jrynor1990/post/CuqTjJLs-19
Secreto en la montaña tiene un humor muy graso,2023-07-14 18:34:42,False,N/A,N/A,bastian_080,N/A,https://www.threads.net/@bastian_080/post/CusCHpsrUU3
"""Mi peor semana"" netflix",2023-07-14 02:24:38,False,N/A,N/A,venenook,N/A,https://www.threads.net/@venenook/post/CuqTGl_NH67
"Pánico y Locura en Las Vegas, insuperable",2023-07-14 02:54:14,False,N/A,N/A,_quezooo_,N/A,https://www.threads.net/@_quezooo_/post/CuqWfcztvI5
The Other Guys una de las más infravaloradas ... pa cagarse de la risa,2023-07-14 02:39:20,False,N/A,N/A,kakoparkerg,N/A,https://www.threads.net/@kakoparkerg/post/CuqUyWKuUbN
21 & Over 😉 es muy buena esa película,2023-07-14 02:56:04,False,N/A,N/A,hernanalexiiis,N/A,https://www.threads.net/@hernanalexiiis/post/CuqWs3WtUbN
"“Mi vida amorosa”, yo soy el protagonista",2023-07-14 03:22:24,False,N/A,N/A,alvaro_jaramllo,N/A,https://www.threads.net/@alvaro_jaramllo/post/CuqZtxCsIV7
Todo un parto,2023-07-14 02:46:54,False,N/A,N/A,luis___pb,N/A,https://www.threads.net/@luis___pb/post/CuqVprasZt3
"Son como niños, inactividad paranormal, chiquito pero peligroso",2023-07-14 21:47:33,False,N/A,N/A,annxbys,N/A,https://www.threads.net/@annxbys/post/CusYMCev4pP
Austin Powers,2023-07-14 03:09:57,False,N/A,N/A,antonior_b19,N/A,https://www.threads.net/@antonior_b19/post/CuqYSjWN-Sr
Mi pobre Diablillo 1 y 2,2023-07-14 13:10:57,False,N/A,N/A,23manurmz,N/A,https://www.threads.net/@23manurmz/post/CurdEY1OneC
Un funeral de muerte (versión inglesa),2023-07-14 03:37:23,False,N/A,N/A,oscardmo,N/A,https://www.threads.net/@oscardmo/post/CuqbbdlsEgZ
"supercool 
supercool y
supercool",2023-07-14 08:27:57,False,N/A,N/A,aquirogago,N/A,https://www.threads.net/@aquirogago/post/Cuq8rneOiyo
"al q madruga, dios lo arruga 😖",2023-07-11 12:15:16,False,N/A,N/A,icata,N/A,https://www.threads.net/@icata/post/CujoT_EuFSE
Pov el lanza se despierta más temprano jsjsjs,2023-07-11 18:35:23,False,N/A,N/A,gato_maleante,N/A,https://www.threads.net/@gato_maleante/post/CukT0DPOL8p
@clau_bossa una razón más de por qué no madrugar 🤔,2023-07-12 02:20:37,False,N/A,N/A,patoo1023,N/A,https://www.threads.net/@patoo1023/post/CulJDf6MZ8p
Se caga de frío y encuentra todo cerrado ☹️,2023-07-11 12:20:42,False,N/A,N/A,afe.gs,N/A,https://www.threads.net/@afe.gs/post/Cujo7tdOHxR
Demuestro cómo 50 años. 😅🤦🏻,2023-07-11 19:27:22,False,N/A,N/A,evanpoblete,N/A,https://www.threads.net/@evanpoblete/post/CukZwsqurHI
"O en el sur se congela, depende",2023-07-11 13:17:00,False,N/A,N/A,alexis.sp,N/A,https://www.threads.net/@alexis.sp/post/CujvYB4Ox-X
😂😂😂,2023-07-12 03:40:17,False,N/A,N/A,kurt_alruna,N/A,https://www.threads.net/@kurt_alruna/post/CulSK-VOmpg
Jajajaja,2023-07-11 13:34:09,False,N/A,N/A,mariposaconbototos,N/A,https://www.threads.net/@mariposaconbototos/post/CujxVr8ufS-
jajajajajaja,2023-07-11 13:01:07,False,N/A,N/A,abdonpizarro_a,N/A,https://www.threads.net/@abdonpizarro_a/post/Cujtjviuagk
Al que madruga.. me da hambre temprano.,2023-07-11 16:01:50,False,N/A,N/A,xruule,N/A,https://www.threads.net/@xruule/post/CukCPWRu8gG
Y a las 14:00 hrs ya tiene sueño,2023-07-11 12:33:26,False,N/A,N/A,vic.soy.yo,N/A,https://www.threads.net/@vic.soy.yo/post/CujqZB8rHJY
Así dicen 🙏,2023-07-11 12:17:45,False,N/A,N/A,unpleyer,N/A,https://www.threads.net/@unpleyer/post/CujomLVOVmg
Es verdad,2023-07-11 12:16:12,False,N/A,N/A,santivazquez25,N/A,https://www.threads.net/@santivazquez25/post/CujoaxgAm-C
Ojeras y arrugas,2023-07-11 12:20:17,False,N/A,N/A,jrojasmoreno,N/A,https://www.threads.net/@jrojasmoreno/post/Cujo4uHAxW9
Y mas tarde tienes sueño,2023-07-11 12:47:00,False,N/A,N/A,pedro.velascof,N/A,https://www.threads.net/@pedro.velascof/post/Cujr8V7Lsuw
Totalmente 😂,2023-07-11 16:00:12,False,N/A,N/A,xavyromero_cl,N/A,https://www.threads.net/@xavyromero_cl/post/CukCDcnuGjb
😏😏,2023-07-11 18:28:24,False,N/A,N/A,metalhot,N/A,https://www.threads.net/@metalhot/post/CukTA4SOZn2
Siento que a estas horas ni dios está despierto 😎,2023-07-11 13:11:17,False,N/A,N/A,theteban,N/A,https://www.threads.net/@theteban/post/CujuuQJrv8W
JJjajajjajajaja,2023-07-18 11:34:17,False,N/A,N/A,lucia_juana,N/A,https://www.threads.net/@lucia_juana/post/Cu1lL2WuDLw
🤣🤣🤣🤣,2023-07-11 12:24:21,False,N/A,N/A,carlosfigueroasalazar,N/A,https://www.threads.net/@carlosfigueroasalazar/post/CujpWdsu--y
Buen día catita,2023-07-11 14:41:32,False,N/A,N/A,carvafranciscojavier,N/A,https://www.threads.net/@carvafranciscojavier/post/Cuj5DR5uPUC
"Llevo una semana en maratón de “Malcolm in the middle”, S3, episodio 12, Company picnic p2 😎",2023-07-10 16:25:09,False,N/A,N/A,icata,N/A,https://www.threads.net/@icata/post/CuhgHSnOu88
Que mejor trabajar con malcolm de fondo,2023-07-10 16:42:59,False,N/A,N/A,patirro_o,N/A,https://www.threads.net/@patirro_o/post/CuhiJ5Xug_D
Y cuando la veremos en directo por twitch? 👀,2023-07-10 16:54:48,False,N/A,N/A,moise.cbm,N/A,https://www.threads.net/@moise.cbm/post/CuhjgZ_LWvl
"Oye pero que buena serieee! En lo personal me gusta hasta cuando Lois está dando a luz a Jamie… después siento que decae la serie un poco. Pero es buenaaa, cuando su maratón de the office?",2023-07-10 16:56:57,False,N/A,N/A,wirimaflus1,N/A,https://www.threads.net/@wirimaflus1/post/CuhjwN2Oz1Q
Fuí adicto en su tiempo a esa familia...por eso no entiendo otros roles de Cranston en otras películas...siempre lo veré como padre disfuncional...m,2023-07-11 15:19:28,False,N/A,N/A,decoflooring3d,N/A,https://www.threads.net/@decoflooring3d/post/Cuj9ZEaO6fV
Woooow siempre veo malcolm la he visto completa muchas veces y cada vez que puedo la veo capitulo tras capitulo... Saludos.,2023-07-10 19:33:21,False,N/A,N/A,jrodriguez.forne,N/A,https://www.threads.net/@jrodriguez.forne/post/Cuh1puTulW1
Yo estuve maratoneando la serie como un año. Saboreando un capítulo a la vez. De lo mejor que he visto.,2023-07-11 13:43:03,False,N/A,N/A,laloescalonaa,N/A,https://www.threads.net/@laloescalonaa/post/CujyW7IubAc
Top de sitcom preferidas juntos con the office y seinfield,2023-07-10 19:19:40,False,N/A,N/A,yayoperea_,N/A,https://www.threads.net/@yayoperea_/post/Cuh0Fd1RcRv
De las mejores series de comedia del mundo,2023-07-10 16:34:36,False,N/A,N/A,maurowingles,N/A,https://www.threads.net/@maurowingles/post/CuhhMg7AdTQ
Manda esa constancia para ver one piece 🤑,2023-07-10 19:30:11,False,N/A,N/A,basti_a_secas,N/A,https://www.threads.net/@basti_a_secas/post/Cuh1Sh8Pp_E
No me cansó de verlos 🤪 tanta realidad en una serie,2023-07-10 16:31:24,False,N/A,N/A,cristobal_rod,N/A,https://www.threads.net/@cristobal_rod/post/Cuhg1Aau5lP
Lo mejorsh,2023-07-11 04:02:38,False,N/A,N/A,josefender64_,N/A,https://www.threads.net/@josefender64_/post/Cuiv71LuAPL
Amo 🫶💘 dentro de las mejores maratones,2023-07-10 17:50:55,False,N/A,N/A,danny.uchiha_,N/A,https://www.threads.net/@danny.uchiha_/post/Cuhp7eSuURU
Top.,2023-07-10 23:39:06,False,N/A,N/A,omieeddie,N/A,https://www.threads.net/@omieeddie/post/CuiRxn4ORw7
Pero no invita ?😔,2023-07-10 16:37:58,False,N/A,N/A,pblvntttt__,N/A,https://www.threads.net/@pblvntttt__/post/CuhhlMCrJpP
Cómo va esa lesión ?,2023-07-11 16:07:17,False,N/A,N/A,diguene_foodtruck,N/A,https://www.threads.net/@diguene_foodtruck/post/CukC3OhuO8H
Muy buen maratón 😊,2023-07-10 19:51:25,False,N/A,N/A,oolivermm,N/A,https://www.threads.net/@oolivermm/post/Cuh3t_9RuoM
Tamos igualeeeees,2023-07-11 01:54:25,False,N/A,N/A,lilzam.7,N/A,https://www.threads.net/@lilzam.7/post/CuihQsyrJsM
Yo tenía 13 años cuando veía Malcolm in The middle en TVN,2023-07-10 16:45:54,False,N/A,N/A,carvafranciscojavier,N/A,https://www.threads.net/@carvafranciscojavier/post/CuhifSMOAbB
ya quiero ser suficientemente vieja para despertarme temprano de forma natural 😴,2023-07-10 14:56:30,False,N/A,N/A,icata,N/A,https://www.threads.net/@icata/post/CuhV97iO3HF
,2023-07-11 04:03:37,False,N/A,N/A,josefender64_,N/A,https://www.threads.net/@josefender64_/post/CuiwC_vOS2E
Que tengas buena semana 🫰,2023-07-10 14:58:29,False,N/A,N/A,rastelmagister,N/A,https://www.threads.net/@rastelmagister/post/CuhWMeRLKxV
Yo pongo despertador a las 7:30 am y me levanto 7:26. La vejez me da esta afectando,2023-07-10 15:00:27,False,N/A,N/A,alberto.gaarcia2,N/A,https://www.threads.net/@alberto.gaarcia2/post/CuhWa4CLrOK
A los 30+ ya estarás lista jaja,2023-07-10 15:22:38,False,N/A,N/A,janimoya,N/A,https://www.threads.net/@janimoya/post/CuhY9a2OMcE
Si de ahí viene el nivel de dormir en la micro y despiertar justo en el paradero... Ese ya es nivel avanzado.,2023-07-11 14:27:53,False,N/A,N/A,rukiohk,N/A,https://www.threads.net/@rukiohk/post/Cuj3fOLLu5y
Acá como de los 34,2023-07-11 01:17:53,False,N/A,N/A,alonso.abif,N/A,https://www.threads.net/@alonso.abif/post/CuidFGTM0su
La mano para eso es una siesta de 2 horas después de almuerzo,2023-07-10 17:06:02,False,N/A,N/A,britgy_8,N/A,https://www.threads.net/@britgy_8/post/CuhkywoLZ_5
No sabe lo que habla 😑,2023-07-10 15:02:20,False,N/A,N/A,ignacio_gericke,N/A,https://www.threads.net/@ignacio_gericke/post/CuhWos5AS3b
30 años aquí y al parecer están llegando esos días. No lo recomiendo en fines de semana y vacaciones 🥹,2023-07-10 17:31:16,False,N/A,N/A,joshito.1,N/A,https://www.threads.net/@joshito.1/post/Cuhnremr_S1
Tiempo al tiempo ya llegará 😅🤣,2023-07-10 16:20:10,False,N/A,N/A,christianpanez,N/A,https://www.threads.net/@christianpanez/post/CuhfiwfO0EG
"O endéudate, las deudas no te dejan dormir hasta tarde jaja",2023-07-10 14:59:54,False,N/A,N/A,coyhaiquepostin,N/A,https://www.threads.net/@coyhaiquepostin/post/CuhWW1CuwXg
Tampoco te dejan en la noche,2023-07-10 15:02:39,False,N/A,N/A,mariobaezakine,N/A,https://www.threads.net/@mariobaezakine/post/CuhWq_GuR7r
"En la noche se pone peor, ahí uno llora",2023-07-10 15:14:16,False,N/A,N/A,coyhaiquepostin,N/A,https://www.threads.net/@coyhaiquepostin/post/CuhYAEQOss8
"Wajajajaja me da risa, pero es cierto 🥹🥲",2023-07-10 17:13:56,False,N/A,N/A,imjosec,N/A,https://www.threads.net/@imjosec/post/CuhlslWrxdL
Yo lo suficientemente joven para dormir a destajo 😑🤣,2023-07-10 15:07:42,False,N/A,N/A,unpleyer,N/A,https://www.threads.net/@unpleyer/post/CuhXP_ZObxQ
+10 alarmas y me quedo dormido igual 🙁,2023-07-10 21:34:14,False,N/A,N/A,poke.goar,N/A,https://www.threads.net/@poke.goar/post/CuiDfDvvRdj
Ajajajajajajajaj pero w.nnn ajajajajaja,2023-07-10 18:05:29,False,N/A,N/A,juan_isaacs,N/A,https://www.threads.net/@juan_isaacs/post/CuhrmL2OSit
Jajaja yo estoy en esa transición,2023-07-11 09:36:36,False,N/A,N/A,eduzhura,N/A,https://www.threads.net/@eduzhura/post/CujWJ0KueCl
Sisoy porque es tan difícil 🥺🥺🥺,2023-07-10 18:45:36,False,N/A,N/A,krlaskrders,N/A,https://www.threads.net/@krlaskrders/post/CuhwL8spawB
Ya eres vieja 🧐,2023-07-10 15:08:02,False,N/A,N/A,benjaa.ndres6,N/A,https://www.threads.net/@benjaa.ndres6/post/CuhXSakum8B
tiene como 29 y se hace la de 19,2023-07-10 17:26:22,False,N/A,N/A,dyinguser7,N/A,https://www.threads.net/@dyinguser7/post/CuhnHqLOG0T
Yo hace rato soy viejo entonces 🥴,2023-07-10 20:59:47,False,N/A,N/A,heectorallende,N/A,https://www.threads.net/@heectorallende/post/Cuh_iyTPAhW
🤧,2023-07-11 00:33:07,False,N/A,N/A,arthurmmh,N/A,https://www.threads.net/@arthurmmh/post/CuiX9RTAscl
a veces me pasa skdkskdlsldwld,2023-07-10 15:03:20,False,N/A,N/A,daanieelsyuno,N/A,https://www.threads.net/@daanieelsyuno/post/CuhWv_GrxiZ
como voy a ser el único que no le gusta el ceviche 😅,2023-07-10 00:30:31,False,N/A,N/A,icata,N/A,https://www.threads.net/@icata/post/Cufy3Xes3n9
Es como un snack de gente mayor,2023-07-10 00:36:59,False,N/A,N/A,jraulmonterob,N/A,https://www.threads.net/@jraulmonterob/post/CufzmoiN5xk
